hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Holiday Inn Express & Suites Houston Westchase - Westheimer,http://www.tripadvisor.com/Hotel_Review-g56003-d14076683-Reviews-Holiday_Inn_Express_Suites_Houston_Westchase_Westheimer-Houston_Texas.html,Houston,2 ,,2019/04/02,2019/04/04,CHF 108,HIExpress.com,8,Visit hotel website
HYATT house Houston/Galleria,http://www.tripadvisor.com/Hotel_Review-g56003-d223139-Reviews-HYATT_house_Houston_Galleria-Houston_Texas.html,Houston,925 ,,2019/04/02,2019/04/04,CHF 143,Booking.com,10,"Free Wifi,Breakfast included"
Sonesta ES Suites Houston Galleria,http://www.tripadvisor.com/Hotel_Review-g56003-d220094-Reviews-Sonesta_ES_Suites_Houston_Galleria-Houston_Texas.html,Houston,402 ,,2019/04/02,2019/04/04,CHF 159,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
DoubleTree by Hilton Houston Hobby Airport,http://www.tripadvisor.com/Hotel_Review-g56003-d98989-Reviews-DoubleTree_by_Hilton_Houston_Hobby_Airport-Houston_Texas.html,Houston,906 ,,2019/04/02,2019/04/04,CHF 170,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express Hotel & Suites Houston Northwest-Brookhollow,http://www.tripadvisor.com/Hotel_Review-g56003-d6419978-Reviews-Holiday_Inn_Express_Hotel_Suites_Houston_Northwest_Brookhollow-Houston_Texas.html,Houston,202 ,,2019/04/02,2019/04/04,CHF 127,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus JFK Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g56003-d108142-Reviews-Best_Western_Plus_JFK_Inn_Suites-Houston_Texas.html,Houston,357 ,,2019/04/02,2019/04/04,CHF 93,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Red Roof Inn Houston - Westchase,http://www.tripadvisor.com/Hotel_Review-g56003-d223173-Reviews-Red_Roof_Inn_Houston_Westchase-Houston_Texas.html,Houston,841 ,,2019/04/02,2019/04/04,CHF 54,Booking.com,9,"Free Wifi,Free parking"
Comfort Suites Houston West Beltway 8,http://www.tripadvisor.com/Hotel_Review-g56003-d5551125-Reviews-Comfort_Suites_Houston_West_Beltway_8-Houston_Texas.html,Houston,186 ,,2019/04/02,2019/04/04,CHF 71,Booking.com,10,"Free Wifi,Free parking"
Houston Marriott West Loop by The Galleria,http://www.tripadvisor.com/Hotel_Review-g56003-d99054-Reviews-Houston_Marriott_West_Loop_by_The_Galleria-Houston_Texas.html,Houston,841 ,,2019/04/02,2019/04/04,CHF 209,Booking.com,11,"Pool,Restaurant,Visit hotel website"
La Quinta Inn & Suites Houston Galleria Area,http://www.tripadvisor.com/Hotel_Review-g56003-d107856-Reviews-La_Quinta_Inn_Suites_Houston_Galleria_Area-Houston_Texas.html,Houston,651 ,,2019/04/02,2019/04/04,CHF 129,Hotels.com,9,"Free Wifi,Free parking"
La Quinta Inn & Suites Houston West Park 10,http://www.tripadvisor.com/Hotel_Review-g56003-d107947-Reviews-La_Quinta_Inn_Suites_Houston_West_Park_10-Houston_Texas.html,Houston,271 ,,2019/04/02,2019/04/04,CHF 99,Booking.com,9,"Free Wifi,Free parking"
Hampton Inn Houston - Willowbrook Mall,http://www.tripadvisor.com/Hotel_Review-g56003-d223152-Reviews-Hampton_Inn_Houston_Willowbrook_Mall-Houston_Texas.html,Houston,276 ,,2019/04/02,2019/04/04,CHF 114,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites Houston near the Galleria,http://www.tripadvisor.com/Hotel_Review-g56003-d608401-Reviews-Homewood_Suites_Houston_near_the_Galleria-Houston_Texas.html,Houston,805 ,,2019/04/02,2019/04/04,CHF 194,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Hyatt House Houston-West/Energy Corridor,http://www.tripadvisor.com/Hotel_Review-g56003-d108002-Reviews-Hyatt_House_Houston_West_Energy_Corridor-Houston_Texas.html,Houston,313 ,,2019/04/02,2019/04/04,CHF 93,Booking.com,9,"Free Wifi,Free parking"
Super 8 by Wyndham Houston Hobby Airport South,http://www.tripadvisor.com/Hotel_Review-g56003-d1236706-Reviews-Super_8_by_Wyndham_Houston_Hobby_Airport_South-Houston_Texas.html,Houston,363 ,,2019/04/02,2019/04/04,CHF 53,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Comfort Suites Northwest Houston at Beltway 8,http://www.tripadvisor.com/Hotel_Review-g56003-d10806750-Reviews-Comfort_Suites_Northwest_Houston_at_Beltway_8-Houston_Texas.html,Houston,192 ,,2019/04/02,2019/04/04,CHF 92,Hotels.com,9,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Houston/Galleria,http://www.tripadvisor.com/Hotel_Review-g56003-d8627958-Reviews-Hyatt_Place_Houston_Galleria-Houston_Texas.html,Houston,437 ,,2019/04/02,2019/04/04,CHF 191,roomsXXL.ch,12,"Free Wifi,Pool"
Crowne Plaza Suites Houston - Near Sugar Land,http://www.tripadvisor.com/Hotel_Review-g56003-d1015206-Reviews-Crowne_Plaza_Suites_Houston_Near_Sugar_Land-Houston_Texas.html,Houston,658 ,,2019/04/02,2019/04/04,CHF 102,Booking.com,13,"Free Wifi,Free parking,Visit hotel website"
Staybridge Suites Houston IAH - Beltway 8,http://www.tripadvisor.com/Hotel_Review-g56003-d2712053-Reviews-Staybridge_Suites_Houston_IAH_Beltway_8-Houston_Texas.html,Houston,168 ,,2019/04/02,2019/04/04,CHF 127,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Houston Willowbrook,http://www.tripadvisor.com/Hotel_Review-g56003-d5496351-Reviews-La_Quinta_Inn_Suites_Houston_Willowbrook-Houston_Texas.html,Houston,252 ,,2019/04/02,2019/04/04,CHF 109,Hotels.com,8,"Free Wifi,Free parking"
La Quinta Inn & Suites Houston NW Beltway8/WestRD,http://www.tripadvisor.com/Hotel_Review-g56003-d4551372-Reviews-La_Quinta_Inn_Suites_Houston_NW_Beltway8_WestRD-Houston_Texas.html,Houston,92 ,,2019/04/02,2019/04/04,CHF 119,Hotels.com,7,"Free Wifi,Free parking"
Best Western Plus Hobby Airport Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g56003-d240437-Reviews-Best_Western_Plus_Hobby_Airport_Inn_Suites-Houston_Texas.html,Houston,481 ,,2019/04/02,2019/04/04,CHF 77,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Royal Sonesta Houston Galleria,http://www.tripadvisor.com/Hotel_Review-g56003-d242394-Reviews-Royal_Sonesta_Houston_Galleria-Houston_Texas.html,Houston,1438 ,,2019/04/02,2019/04/04,CHF 188,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Omni Houston Hotel,http://www.tripadvisor.com/Hotel_Review-g56003-d99060-Reviews-Omni_Houston_Hotel-Houston_Texas.html,Houston,1990 ,,2019/04/02,2019/04/04,CHF 160,Hotels.com,13,"Pool,Restaurant,Visit hotel website"
Hampton Inn & Suites Houston I-10/Central,http://www.tripadvisor.com/Hotel_Review-g56003-d141893-Reviews-Hampton_Inn_Suites_Houston_I_10_Central-Houston_Texas.html,Houston,582 ,,2019/04/02,2019/04/04,CHF 191,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
La Quinta Inn & Suites Houston Bush IAH South,http://www.tripadvisor.com/Hotel_Review-g56003-d108141-Reviews-La_Quinta_Inn_Suites_Houston_Bush_IAH_South-Houston_Texas.html,Houston,765 ,,2019/04/02,2019/04/04,CHF 73,Booking.com,9,"Free Wifi,Free parking"
"The Sam Houston, Curio Collection by Hilton",http://www.tripadvisor.com/Hotel_Review-g56003-d258636-Reviews-The_Sam_Houston_Curio_Collection_by_Hilton-Houston_Texas.html,Houston,629 ,,2019/04/02,2019/04/04,CHF 331,Booking.com,10,"Free Wifi,Restaurant,Visit hotel website"
Courtyard Houston NW/290 Corridor,http://www.tripadvisor.com/Hotel_Review-g56003-d6161700-Reviews-Courtyard_Houston_NW_290_Corridor-Houston_Texas.html,Houston,117 ,,2019/04/02,2019/04/04,CHF 194,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Houston Downtown/Convention Center,http://www.tripadvisor.com/Hotel_Review-g56003-d268151-Reviews-Residence_Inn_Houston_Downtown_Convention_Center-Houston_Texas.html,Houston,287 ,,2019/04/02,2019/04/04,CHF 364,Hotels.com,10,"Free Wifi,Breakfast included,Visit hotel website"
The Lancaster Hotel,http://www.tripadvisor.com/Hotel_Review-g56003-d99110-Reviews-The_Lancaster_Hotel-Houston_Texas.html,Houston,1600 ,,2019/04/02,2019/04/04,CHF 445,Hotels.com,8,"Free Wifi,Breakfast included,Visit hotel website"
Hotel Granduca Houston,http://www.tripadvisor.com/Hotel_Review-g56003-d615260-Reviews-Hotel_Granduca_Houston-Houston_Texas.html,Houston,1072 ,,2019/04/02,2019/04/04,CHF 399,Booking.com,11,"Free Wifi,Pool,Visit hotel website"
